ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
SOU-SFO,SOU,SFO,B,24,Panama Canal,86,81,UK,USA - West Coast,4177.12,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,86,,UK,USA - West Coast,2023.36,2
SOU-SOU,SOU,SOU,B,99,West Bound,86,,UK,UK,18217.98,1
SOU-SOU,SOU,SOU,S,99,West Bound,86,,UK,UK,19903.77,1
SOU-SOU,SOU,SOU,B,99,West Bound,86,23,UK,UK,29312.34,2
SOU-SOU,SOU,SOU,B,99,West Bound,86,28,UK,UK,18408.36,2
SOU-SOU,SOU,SOU,S,99,West Bound,86,28,UK,UK,29112.88,2
SOU-SOU,SOU,SOU,I,99,West Bound,86,58,UK,UK,10139.86,2
SOU-SOU,SOU,SOU,B,99,West Bound,86,,UK,UK,16872.63,2
SOU-SOU,SOU,SOU,B,99,West Bound,86,,UK,UK,16007.65,2
SOU-SOU,SOU,SOU,S,99,West Bound,86,,UK,UK,25276.95,2
SOU-SYD,SOU,SYD,B,44,West Bound,86,,UK,Australia - New South Wales,8414.00,2
SOU-SYD,SOU,SYD,B,44,West Bound,86,,UK,Australia - New South Wales,6482.93,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,86,,Australia - New South Wales,Singapore,4214.99,2
AKL-SIN,AKL,SIN,I,29,Southeast Asia,87,47,New Zealand,Singapore,5267.53,2
AKL-SOU,AKL,SOU,S,59,Southeast Asia,87,,New Zealand,UK,16636.98,2
DXB-SOU,DXB,SOU,B,19,Middle East,87,68,UAE,UK,7404.24,2
DXB-SOU,DXB,SOU,O,19,Middle East,87,,UAE,UK,3565.21,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,87,,Hong Kong,UK,7704.43,2
SFO-SYD,SFO,SYD,B,20,South Pacific,87,,USA - West Coast,Australia - New South Wales,2540.98,2
SOU-SOU,SOU,SOU,B,99,West Bound,87,,UK,UK,19959.95,1
SOU-SOU,SOU,SOU,O,99,West Bound,87,8,UK,UK,10085.52,2
SOU-SOU,SOU,SOU,O,99,West Bound,87,75,UK,UK,14972.18,2
SOU-SOU,SOU,SOU,B,99,West Bound,87,82,UK,UK,15230.35,2
SOU-SOU,SOU,SOU,B,99,West Bound,87,,UK,UK,16325.32,2
SOU-SOU,SOU,SOU,B,99,West Bound,87,,UK,UK,19067.45,2
SOU-SOU,SOU,SOU,B,99,West Bound,87,,UK,UK,15813.25,2
SOU-SOU,SOU,SOU,I,99,West Bound,87,,UK,UK,13659.67,2
SOU-SOU,SOU,SOU,S,99,West Bound,87,,UK,UK,55183.74,2
SOU-SYD,SOU,SYD,B,44,West Bound,87,,UK,Australia - New South Wales,7427.05,2
AKL-SIN,AKL,SIN,B,29,Southeast Asia,88,,New Zealand,Singapore,4969.80,2
DXB-SOU,DXB,SOU,B,19,Middle East,88,,UAE,UK,3173.33,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,88,40,Hong Kong,UAE,3665.86,2
SFO-SIN,SFO,SIN,B,45,Australia/NZ,88,,USA - West Coast,Singapore,13858.39,2
SFO-SYD,SFO,SYD,B,20,South Pacific,88,28,USA - West Coast,Australia - New South Wales,3589.11,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,88,,Singapore,UK,5474.66,1
SIN-SOU,SIN,SOU,B,30,Southern Asia,88,,Singapore,UK,6000.71,2
SOU-AKL,SOU,AKL,I,40,West Bound,88,,UK,New Zealand,5231.36,2
SOU-SOU,SOU,SOU,B,99,West Bound,88,,UK,UK,17981.77,1
SOU-SOU,SOU,SOU,S,99,West Bound,88,79,UK,UK,26165.26,2
SOU-SOU,SOU,SOU,B,99,West Bound,88,,UK,UK,19231.27,2
SOU-SOU,SOU,SOU,B,99,West Bound,88,,UK,UK,15626.44,2
SOU-SOU,SOU,SOU,I,99,West Bound,88,,UK,UK,12800.61,2
SOU-SOU,SOU,SOU,S,99,West Bound,88,,UK,UK,22647.00,2
SOU-SOU,SOU,SOU,S,99,West Bound,88,,UK,UK,26661.25,2
SOU-SYD,SOU,SYD,B,44,West Bound,88,72,UK,Australia - New South Wales,8258.93,2
SOU-SYD,SOU,SYD,B,44,West Bound,88,,UK,Australia - New South Wales,19109.84,2
SOU-SYD,SOU,SYD,O,44,West Bound,88,,UK,Australia - New South Wales,824987.35,2
SOU-SYD,SOU,SYD,S,44,West Bound,88,,UK,Australia - New South Wales,11678.08,2
AKL-DXB,AKL,DXB,B,40,Southeast Asia,89,79,New Zealand,UAE,8469.84,3
AKL-SOU,AKL,SOU,B,59,Southeast Asia,89,41,New Zealand,UK,10441.86,2
DXB-SOU,DXB,SOU,B,19,Middle East,89,,UAE,UK,2032.14,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,89,,Hong Kong,UAE,3751.46,2
HKG-DXB,HKG,DXB,B,17,Southeast Asia,89,,Hong Kong,UAE,2027.79,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,89,,Hong Kong,UAE,2388.61,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,89,,Hong Kong,UK,6915.72,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,89,,Hong Kong,UK,9941.46,2
SFO-HKG,SFO,HKG,B,39,Australia/NZ,89,65,USA - West Coast,Hong Kong,7548.74,2
SFO-SYD,SFO,SYD,B,20,South Pacific,89,,USA - West Coast,Australia - New South Wales,4181.80,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,89,,Singapore,UAE,1736.50,2
SOU-AKL,SOU,AKL,S,40,West Bound,89,,UK,New Zealand,11037.13,2
SOU-SIN,SOU,SIN,B,69,West Bound,89,81,UK,Singapore,14325.80,2
SOU-SOU,SOU,SOU,S,99,West Bound,89,61,UK,UK,27664.82,2
SOU-SOU,SOU,SOU,O,99,West Bound,89,70,UK,UK,11165.28,2
SOU-SOU,SOU,SOU,B,99,West Bound,89,,UK,UK,29042.70,2
SOU-SOU,SOU,SOU,B,99,West Bound,89,,UK,UK,14714.38,2
